Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
chronostrap-custom-strap,Custom Strap,"<p>Your strap, your rules. Design every detail in our configurator. Hand-finished in Switzerland and snaps onto any ChronoStrap watch in three seconds.</p>",ChronoStrap,Strap,"strap, custom, bioceramic, swiss-made",TRUE,Title,Default Title,CS-STRAP-CUSTOM,250,deny,manual,90.00,TRUE,TRUE,https://www.strapchrono.com/products/chronostrap-strap-teal.png,1,Custom ChronoStrap,Custom Strap | ChronoStrap,Design your own bioceramic strap. 90 EUR. Made in Switzerland.,active
